Customer_ID,Source_System,Customer_Type,Business_Line,First_Name,Last_Name,Business_Name,Date_of_Birth,SSN_EIN,Email,Phone,Address_Line1,City,State,Zip_Code,Account_Open_Date,Customer_Status,Risk_Rating,KYC_Date,KYC_Status,Annual_Income,Credit_Score,Segment,Branch_ID,Last_Updated
CUST-10025,T24_Core,Individual,Retail Banking,Paul,Green,,33735,972-41-2419,paul.green@hotmail.com,(661) 449-8613,8021 Madison Dr,Toledo,OH,107908,43760,Active,Medium,44071,Current,72668,799,Mass Market,BR-046,45452
CUST-10138,T24_Core,Small Business,Small Business Banking,Sarah,Mitchell,Metro Print Services,,61-7514172,sarah.mitchell@comcast.net,(236) 797-4111,8248 State St,Springfield,IL,87431,43092,Active,Medium,45921,Expired,3107291,729,Small Business Premium,BR-022,45906
CUST-10061,T24_Core,Individual,Retail Banking,Robert,Sanchez,,,169-54-4950,robert.sanchez@comcast.net,(872) 843-2698,813 Lincoln Ave,Ann Arbor,MI,,44858,Active,Low,,Current,238256,639,High Net Worth,BR-062,45742
CUST-10155,T24_Core,Small Business,Small Business Banking,Rebecca,Hall,Ironbridge Manufacturing,,23-1423996,rebecca.hall@outlook.com,(348) 254-1927,4784 Jefferson St,Columbus,OH,94257,42149,Active,Low,44874,Current,620369,776,Small Business Premium,BR-027,45669
CUST-10010,T24_Core,Individual,Retail Banking,Lisa,Sanchez,,26868,848-81-8973,lisa.sanchez@yahoo.com,(394) 503-4566,6496 Michigan Ave,Peoria,IL,89819,40475,Active,Low,45810,Current,178138,794,Mass Market,BR-008,45716
CUST-10051,T24_Core,Individual,Retail Banking,Sharon,Johnson,,33442,755-63-5743,sharon.johnson@gmail.com,(614) 221-6321,1375 Broadway,Kalamazoo,MI,88133,41197,Active,Low,44965,Current,179369,755,Mass Market,BR-051,45637
CUST-10207,T24_Core,Individual,Retail Banking,MICHAEL,ADAMS,,35986,358-94-3463,michael.adams@hotmail.com,(283) 796-3317,1179 Broadway,Milwaukee,WI,96566,45453,Active,Low,45629,Current,171518,742,Affluent,BR-017,46018
CUST-10160,T24_Core,Commercial,Commercial Banking,Michelle,Sanchez,Great Lakes Shipping Alliance,,46-1414493,michelle.sanchez@greatlakesshippingalliance.com,(729) 988-7143,6422 Michigan Ave,Joliet,IL,107446,44775,Active,Medium,45758,Expired,16052218,,Commercial,BR-004,45187
CUST-10008,T24_Core,Individual,Retail Banking,Mark,Smith,,27807,343-45-8953,mark.smith@yahoo.com,(752) 335-8744,1064 Lake Shore Dr,Chicago,IL,62058,41512,Active,Low,43883,Current,117876,766,Affluent,BR-060,45679
CUST-10019,T24_Core,Individual,Retail Banking,Christopher,Nelson,,36418,151-81-5082,christopher.nelson@gmail.com,(667) 336-8612,1846 Jefferson St,Naperville,IL,71526,44092,Inactive,Medium,45226,Expired,136867,830,High Net Worth,BR-021,45884
CUST-10228,Dynamics_CRM,Small Business,Small Business Banking,Timothy,Phlilips,Maple Grove Realty,,24-7900204,timothy.phillips@outlook.com,(247) 264-5286,572 Pine Rd,Kenosha,WI,91989,44713,Active,High,45954,Pending,1978921,771,Small Business Premium,BR-067,46014
CUST-10132,T24_Core,Small Business,Small Business Banking,Joseph,Ramirez,Sterling Accounting,,22-5799841,joseph.ramirez@aol.com,(552) 620-5327,2528 Maple Ln,Indianapolis,IN,96876,43420,Active,High,45506,Current,2410341,703,Small Business,BR-080,45984
CUST-10011,T24_Core,Individual,Retail Banking,Nancy,Jones,,33347,708-15-2343,nancy.jones@outlook.com,(873) 797-9565,1213 Lake Shore Dr,Toledo,OH,,42131,Active,Low,44747,Current,144858,711,Mass Market,BR-002,45584
CUST-10043,T24_Core,Individual,Retail Banking,Melissa,Anderson,,35964,760-55-1992,melissa.anderson@outlook.com,(482) 394-3001,7385 Lake Shore Dr,Ann Arbor,MI,66511,45141,Active,High,43856,Current,88850,614,Mass Market,BR-009,45766
CUST-10151,T24_Core,Small Business,Small Business Banking,Anthony,Nelson,Blue Ridge Landscaping,,68-6569576,anthony.nelson@aol.com,(985) 834-8751,5684 Washington Blvd,Detroit,MI,74609,45242,Active,High,43886,Current,118429,687,Small Business Premium,BR-082,45552
CUST-10211,Salesforce_CRM,Individual,Retail Banking,Ronald,Jones,,36049,493-27-2284,ronald.jones@aol.com,(244) 914-9680,2761 Lake Shore Dr,Racine,WI,85503,40732,Active,Medium,45585,Current,227782,717,Mass Market,BR-082,45520
CUST-10090,T24_Core,Individual,Retail Banking,Michael,Roberts,,25257,254-11-4583,michael.roberts@aol.com,(666) 582-1990,6856 Pine Rd,Peoria,IL,101333,43791,Inactive,Medium,45870,Current,164516,832,Affluent,BR-002,45193
CUST-10119,T24_Core,Individual,Retail Banking,Anthony,Robinson,,24056,946-99-1660,anthony.robinson@yahoo.com,(535) 351-2494,7691 Michigan Ave,Milwaukee,WI,65925,44298,Active,High,44145,Current,239981,639,Mass Market,BR-052,45559
CUST-10216,JackHenry_Legacy,Individual,Retail Banking,Linda,Rodriguez,,33536,788-51-4881,linda.rodriguez@hotmail.com,(346) 876-9540,4741 Jefferson St,Springfield,IL,72387,41465,Active,Low,45589,Current,189100,768,High Net Worth,BR-007,45618
CUST-10128,T24_Core,Individual,Retail Banking,Patricia,Lewis,,,519-99-9849,patricia.lewis@hotmail.com,(876) 488-5872,7213 Cedar Blvd,Indianapolis,IN,66636,41307,Active,High,45509,Current,119589,,Affluent,BR-012,45617
CUST-10252,Salesforce_CRM,Individual,Retail Banking,SUSAN,GREEN,,32254,338-16-2641,susan.green@outlook.com,(538) 934-8739,4020 Lake Shore Dr,Columbus,OH,103898,40872,Active,Low,45365,Expired,150160,652,Affluent,BR-042,45598
CUST-10108,T24_Core,Individual,Retail Banking,Thomas,Nguyen,,34912,227-30-8230,thomas.nguyen@outlook.com,(200) 638-4314,5731 Oak Ave,Detroit,MI,66525,44276,Active,Low,44613,Current,90638,592,Affluent,BR-084,44939
CUST-10088,T24_Core,Individual,Retail Banking,Donald,Torres,,35226,367-56-9401,donald.torres@outlook.com,(677) 300-8692,4737 Lincoln Ave,Kenosha,WI,94973,44719,Active,Medium,44945,Current,219314,624,Mass Market,BR-034,45949
CUST-10056,T24_Core,Individual,Retail Banking,Barbara,Nelson,,27095,449-72-4145,barbara.nelson@yahoo.com,(340) 358-2264,8431 Washington Blvd,Detroit,MI,83763,41687,Active,High,44146,Pending,59353,742,Mass Market,BR-021,45285
CUST-10127,T24_Core,Individual,Retail Banking,Rebecca,Hernandez,,28913,590-83-4695,rebecca.hernandez@yahoo.com,(662) 275-1547,8178 Lincoln Ave,Ann Arbor,MI,,41650,Active,Low,43988,Current,67180,,Mass Market,BR-044,45946
CUST-10004,T24_Core,Individual,Retail Banking,John,Perez,,36684,771-73-7482,john.perez@comcast.net,(669) 346-5339,4486 Elm Dr,Grand Rapids,MI,97170,41023,Active,High,44914,Current,177969,754,Affluent,BR-029,45185
CUST-10150,T24_Core,Small Business,Small Business Banking,Stephanie,Taylor,Crossroads Pharmacy,,67-2476728,stephanie.taylor@outlook.com,(657) 523-2944,7621 Madison Dr,Peoria,IL,97554,43820,Active,Low,44026,Current,4773553,740,Small Business,BR-012,45951
CUST-10024,T24_Core,Individual,Retail Banking,Ronald,Campbell,,27353,924-25-1672,ronald.campbell@hotmail.com,(745) 638-7071,1345 Lake Shore Dr,Indianapolis,IN,105691,40807,Active,Low,45142,Current,119945,785,Mass Market,BR-056,45277
CUST-10219,JackHenry_Legacy,Individual,Retail Banking,Ashley,Baker,,29033,965-32-3885,ashley.baker@yahoo.com,(806) 525-6878,4466 Oak Ave,Fort Wayne,IN,97728,45566,Inactive,High,45370,Current,244335,802,Affluent,BR-023,43825
CUST-10226,Salesforce_CRM,Individual,Retail Banking,Richard,Jones,,28164,478-46-3584,richard.jones@outlook.com,(514) 791-6641,3592 Dearborn Ave,Cincinnati,OH,68680,43786,Active,High,44869,Current,94328,609,Mass Market,BR-071,45056
CUST-10113,T24_Core,Individual,Retail Banking,Anthony,Martinez,,35390,167-49-8167,anthony.martinez@comcast.net,(444) 259-5005,5453 Lincoln Ave,Dayton,OH,101569,40728,Active,High,45301,Current,56311,556,Mass Market,BR-002,45150
CUST-10033,T24_Core,Individual,Retail Banking,Michelle,Davis,,,630-56-9167,michelle.davis@comcast.net,,8531 Main St,Kalamazoo,MI,90276,41412,Active,Low,,Current,32567,672,Mass Market,BR-040,45675
CUST-10165,T24_Core,Commercial,Commercial Banking,Michael,Roberts,Midwest Automotive Group,,18-5205840,michael.roberts@midwestautomotivegroup.com,(300) 402-8982,7657 Elm Dr,Cincinnati,OH,104019,43256,Active,Medium,43971,Current,30970938,,Commercial,BR-011,45880
CUST-10167,T24_Core,Commercial,Commercial Banking,Gary,Torres,Tri-State Manufacturing Group,,27-4295580,gary.torres@tri-statemanufacturinggroup.com,(469) 951-2252,2979 Elm Dr,Peoria,IL,78390,40206,Active,High,45684,Pending,82698748,,Commercial,BR-013,44944
CUST-10027,T24_Core,Individual,Retail Banking,Jason,Carter,,27157,223-34-6169,jason.carter@gmail.com,(960) 748-4033,5519 Washington Blvd,Toledo,OH,77754,41388,Active,Low,45955,Expired,181445,694,Mass Market,BR-025,45394
CUST-10048,T24_Core,Individual,Retail Banking,Susan,White,,25412,674-89-1430,susan.white@aol.com,(873) 910-5381,6122 Maple Ln,Cincinnati,OH,97624,40246,Active,Medium,44567,Current,173457,755,Mass Market,BR-019,45962
CUST-10006,T24_Core,Individual,Retail Banking,Dorothy,King,,32057,256-57-3646,dorothy.king@aol.com,(997) 743-1009,8417 Maple Ln,Bloomington,IN,101874,43632,Active,Low,44689,Current,88143,840,Mass Market,BR-011,45896
CUST-10268,Salesforce_CRM,Individual,Retail Banking,Lin.,Lewis,,29582,853-51-6211,linda.lewis@outlook.com,(478) 439-2223,3979 State St,Bloomington,IN,80644,41358,Inactive,Low,44233,Expired,147173,710,Affluent,BR-016,45833
CUST-10013,T24_Core,Individual,Retail Banking,Anthony,Campbell,,25936,749-64-5533,anthony.campbell@gmail.com,(203) 541-3143,3435 Michigan Ave,Racine,WI,92016,43957,Active,High,45856,Current,54327,588,Mass Market,BR-070,45096
CUST-10039,T24_Core,Individual,Retail Banking,Ryan,Lee,,29140,688-47-5837,ryan.lee@gmail.com,(874) 605-5497,6402 Clark St,Indianapolis,IN,75545,40479,Active,High,45896,Current,228355,667,Affluent,BR-029,45767
CUST-10005,T24_Core,Individual,Retail Banking,Barbara,Roberts,,35996,165-59-7252,barbara.roberts@aol.com,(679) 741-5119,1896 Pine Rd,Aurora,IL,70484,43122,Active,High,44876,Current,101939,772,Mass Market,BR-059,45284
CUST-10083,T24_Core,Individual,Retail Banking,Edward,Lopez,,29039,799-94-9835,edward.lopez@yahoo.com,(869) 556-2943,6987 Washington Blvd,South Bend,IN,89395,41165,Active,Low,45774,Current,223227,561,Affluent,BR-060,46009
CUST-10260,JackHenry_Legacy,Small Business,Small Business Banking,Sarah,Rodriguez,Pioneer Construction,,80-6266549,sarah.rodriguez@comcast.net,(954) 766-4560,9971 Dearborn Ave,Ann Arbor,MI,105973,42114,Inactive,Medium,45830,Current,1591601,728,Small Business Premium,BR-015,44311
CUST-10227,Dynamics_CRM,Individual,Retail Banking,Michelle,Daivs,,29593,630-56-9167,michelle.davis@comcast.net,(652) 978-1845,8531 Main St,Kalamazoo,MI,90276,41412,Active,Low,45276,Current,32567,672,Mass Market,BR-040,45675
CUST-10168,T24_Core,Commercial,Commercial Banking,Jacob,Nelson,Tri-State Manufacturing Group,,47-3246154,jacob.nelson@tri-statemanufacturinggroup.com,(675) 713-9362,6093 Lincoln Ave,Fort Wayne,IN,98640,40371,Active,High,44143,Pending,96826623,,Commercial,BR-006,45144
CUST-10116,T24_Core,Individual,Retail Banking,Stephanie,Jones,,33086,477-35-5777,stephanie.jones@aol.com,(511) 957-4974,4725 State St,Ann Arbor,MI,65661,42905,Active,Low,45925,Current,64470,553,Affluent,BR-004,45181
CUST-10263,JackHenry_Legacy,Individual,Retail Banking,Sarah,Ramirez,,,591-79-8940,sarah.ramirez@hotmail.com,(779) 714-6269,8714 Lake Shore Dr,Carmel,IN,61279,42496,Inactive,Medium,45383,Current,,791,Affluent,BR-075,43223
CUST-10029,T24_Core,Individual,Retail Banking,Michael,Martinez,,22914,526-87-4697,michael.martinez@aol.com,(589) 661-8253,9321 State St,Indianapolis,IN,76265,41926,Active,High,45311,Current,224946,656,Mass Market,BR-034,45694
CUST-10261,Salesforce_CRM,Individual,Retail Banking,Jeffrey,Garcia,,26812,261-99-3852,jeffrey.garcia@hotmail.com,(994) 669-8548,5792 Elm Dr,Racine,WI,95531,41341,Active,Low,44823,Current,147527,832,Mass Market,BR-079,44967
CUST-10234,JackHenry_Legacy,Commercial,Commercial Banking,Christopher,Carter,Prairie Wind Energy LLC,,72-4888118,christopher.carter@prairiewindenergyllc.com,(264) 470-7052,186 Elm Dr,Grand Rapids,MI,90911,42026,Active,Medium,45456,Expired,66021210,,Commercial,BR-002,44876
CUST-10047,T24_Core,Individual,Retail Banking,Jacob,Jones,,28567,161-85-6400,jacob.jones@comcast.net,(325) 620-6793,1498 Elm Dr,Evanston,IL,66328,45255,Active,Low,,Current,52158,845,Mass Market,BR-020,45877
CUST-10018,T24_Core,Individual,Retail Banking,Margaret,King,,35754,443-21-4848,margaret.king@comcast.net,(517) 430-4262,2880 Elm Dr,Ann Arbor,MI,93780,40910,Active,Medium,45337,Current,190089,844,Mass Market,BR-050,45481
CUST-10215,JackHenry_Legacy,Individual,Retail Banking,Barbara,Clark,,27668,989-21-8511,barbara.clark@comcast.net,(880) 914-6869,4658 Washington Blvd,Toledo,OH,91984,44983,Inactive,Medium,44404,Current,154686,687,Affluent,BR-037,43601
CUST-10214,Dynamics_CRM,Commercial,Commercial Banking,Jacob,Nleson,Tri-State Manufacturing Group,,47-3246154,jacob.nelson@tri-statemanufacturinggroup.com,(675) 713-9362,6093 Lincoln Ave,Fort Wayne,IN,98640,40371,Active,High,44143,Pending,96826623,,Commercial,BR-006,45144
CUST-10069,T24_Core,Individual,Retail Banking,Dorothy,Nelson,,20688,658-47-5949,dorothy.nelson@outlook.com,(450) 901-7653,9473 Jefferson St,Carmel,IN,101876,41854,Active,Low,45123,Expired,78483,724,Mass Market,BR-041,45832
CUST-10230,Dynamics_CRM,Commercial,Commercial Banking,Donna,Rievra,Northern Trust Realty Holdings,,31-1081065,donna.rivera@northerntrustrealtyholdings.com,,2596 Washington Blvd,Cincinnati,OH,88069,44343,Active,Medium,44524,Expired,69418331,,Commercial,BR-015,45833
CUST-10073,T24_Core,Individual,Retail Banking,Jacob,Wright,,34491,502-88-5902,jacob.wright@aol.com,(544) 719-9351,2540 Dearborn Ave,Grand Rapids,MI,81493,43335,Inactive,Low,44938,Current,201634,606,Affluent,BR-075,45654
CUST-10070,T24_Core,Individual,Retail Banking,Brian,Clark,,27499,225-44-8366,brian.clark@yahoo.com,(344) 299-1829,6170 Dearborn Ave,Carmel,IN,66958,41848,Inactive,Medium,44282,Current,176437,710,Mass Market,BR-021,45550
CUST-10157,T24_Core,Commercial,Commercial Banking,Melissa,Roberts,Allied Chemical Distributors,,67-3976712,melissa.roberts@alliedchemicaldistributors.com,(899) 276-4063,9055 Park Way,Cleveland,OH,79279,41625,Active,Low,44940,Current,79705402,,Commercial,BR-009,45004
CUST-10133,T24_Core,Small Business,Small Business Banking,John,Clark,Crossroads Pharmacy,,57-1339451,john.clark@hotmail.com,(510) 518-5593,3992 Oak Ave,Kenosha,WI,77601,43821,Active,Low,,Expired,2791638,668,Small Business Premium,BR-078,45695
CUST-10062,T24_Core,Individual,Retail Banking,Sarah,Jones,,24483,417-75-7524,sarah.jones@aol.com,(684) 459-1599,705 State St,Grand Rapids,MI,62870,44872,Active,Medium,44146,Current,57630,,Affluent,BR-052,45882
CUST-10161,T24_Core,Commercial,Commercial Banking,David,Anderson,Great Lakes Steel Corp,,99-8302077,david.anderson@greatlakessteelcorp.com,(862) 273-3519,7050 Maple Ln,Fort Wayne,IN,95242,39683,Active,Medium,43864,Current,28889703,,Commercial,BR-009,44861
CUST-10109,T24_Core,Individual,Retail Banking,Donna,Mitchell,,25053,235-85-4705,,(896) 655-1152,7132 Elm Dr,Indianapolis,IN,,40523,Active,Medium,45732,Current,85017,746,Mass Market,BR-014,45089
CUST-10021,T24_Core,Individual,Retail Banking,Linda,Anderson,,31059,405-59-7865,linda.anderson@aol.com,(965) 952-9947,6481 Main St,Kalamazoo,MI,84928,44842,Active,Low,,Current,,722,Affluent,BR-022,45371
CUST-10068,T24_Core,Individual,Retail Banking,Mark,White,,,228-90-5961,,,4753 Elm Dr,Cincinnati,OH,72864,43909,Inactive,Low,44520,Pending,113504,838,Mass Market,BR-004,44947
CUST-10057,T24_Core,Individual,Retail Banking,Lisa,Mitchell,,25800,391-67-4833,lisa.mitchell@aol.com,,815 Jefferson St,Ann Arbor,MI,,45394,Inactive,Medium,45071,Current,156833,820,Affluent,BR-021,45204
CUST-10097,T24_Core,Individual,Retail Banking,Michelle,Flores,,27538,811-91-9044,michelle.flores@aol.com,(448) 533-7161,7948 Broadway,Fort Wayne,IN,86099,41832,Active,High,44487,Current,203706,831,Mass Market,BR-060,45762
CUST-10100,T24_Core,Individual,Retail Banking,Christopher,White,,31214,199-66-8412,christopher.white@hotmail.com,(268) 507-1732,5720 Madison Dr,Madison,WI,94151,44899,Active,Medium,45710,Current,219114,674,Mass Market,BR-071,45095
CUST-10166,T24_Core,Commercial,Commercial Banking,Donna,Rivera,Northern Trust Realty Holdings,,31-1081065,donna.rivera@northerntrustrealtyholdings.com,(520) 452-4629,2596 Washington Blvd,Cincinnati,OH,88069,44343,Active,Medium,44524,Expired,69418331,,Commercial,BR-015,45833
CUST-10042,T24_Core,Individual,Retail Banking,Cynthia,Rivera,,20956,218-22-4846,cynthia.rivera@aol.com,(338) 597-8432,6789 Maple Ln,Madison,WI,62971,42332,Active,Medium,45650,Current,133759,600,High Net Worth,BR-079,45414
CUST-10064,T24_Core,Individual,Retail Banking,Amanda,Green,,34892,625-96-3621,amanda.green@gmail.com,(346) 822-8179,4598 Oak Ave,Detroit,MI,103986,40240,Active,Medium,44761,Current,,628,High Net Worth,BR-048,45529
CUST-10102,T24_Core,Individual,Retail Banking,Joseph,Moore,,34534,216-54-6766,joseph.moore@outlook.com,(832) 376-5873,8746 Broadway,Kalamazoo,MI,,45584,Active,Low,44600,Current,,,Affluent,BR-019,45852
CUST-10257,Salesforce_CRM,Individual,Retail Banking,Amanda,Hernandez,,22285,364-38-9366,amanda.hernandez@comcast.net,(319) 725-5222,825 Lincoln Ave,Cincinnati,OH,88210,42899,Active,High,45905,Current,31438,797,Mass Market,BR-038,45326
CUST-10144,T24_Core,Small Business,Small Business Banking,Timothy,Davis,Pioneer Construction,,98-1156104,timothy.davis@hotmail.com,(630) 877-2654,4240 Clark St,Cleveland,OH,73467,44813,Active,High,45631,Expired,980084,730,Small Business,BR-037,44973
CUST-10242,Dynamics_CRM,Individual,Retail Banking,Barbara,Nelosn,,27095,449-72-4145,barbara.nelson@yahoo.com,(340) 358-2264,8431 Washington Blvd,Detroit,MI,83763,41687,Active,High,44146,Pending,59353,742,Mass Market,BR-021,45285
CUST-10049,T24_Core,Individual,Retail Banking,Barbara,Carter,,,419-51-2391,barbara.carter@gmail.com,,3624 Lincoln Ave,Toledo,OH,,43870,Active,Medium,45214,Current,96609,660,Mass Market,BR-045,45332
CUST-10096,T24_Core,Individual,Retail Banking,David,Hernandez,,21710,352-90-9123,david.hernandez@aol.com,(831) 400-8501,4621 Jefferson St,Ann Arbor,MI,91734,40612,Active,Medium,,Current,,,Affluent,BR-084,45726
CUST-10141,T24_Core,Small Business,Small Business Banking,Lisa,Nguyen,Summit Roofing,,65-8204299,lisa.nguyen@outlook.com,(639) 688-7280,8121 Elm Dr,Fort Wayne,IN,100270,40926,Active,Medium,45809,Current,4554634,648,Small Business,BR-001,45999
CUST-10002,T24_Core,Individual,Retail Banking,Charles,Rivera,,,489-22-6881,,(818) 470-1711,5674 Michigan Ave,Grand Rapids,MI,74110,44426,Active,Medium,44084,Pending,119800,845,Mass Market,BR-009,45238
CUST-10060,T24_Core,Individual,Retail Banking,Rebecca,Adams,,34213,747-75-4963,rebecca.adams@comcast.net,(347) 498-8032,7589 Elm Dr,Columbus,OH,92756,40463,Active,High,45007,Current,162228,734,Mass Market,BR-068,45926
CUST-10264,JackHenry_Legacy,Commercial,Commercial Banking,Stephanie,Garcia,Heartland Agricultural Co-op,,56-5925360,stephanie.garcia@heartlandagriculturalco-op.com,(423) 970-9691,3724 Park Way,Green Bay,WI,81696,45196,Inactive,Low,44147,Expired,37258945,,Commercial,BR-020,43792
CUST-10075,T24_Core,Individual,Retail Banking,Linda,Campbell,,35659,485-50-3837,linda.campbell@outlook.com,(745) 550-9950,8598 Park Way,Carmel,IN,81302,42333,Active,High,45024,Current,171299,702,Mass Market,BR-039,45633
CUST-10111,T24_Core,Individual,Retail Banking,Kimberly,Nelson,,20769,310-76-9348,kimberly.nelson@yahoo.com,(965) 601-5842,4165 State St,Peoria,IL,105251,43856,Active,Medium,44965,Expired,192269,586,Mass Market,BR-047,45364
CUST-10229,Dynamics_CRM,Individual,Retail Banking,James,Mratin,,32732,440-80-9903,,(666) 529-4090,9716 Clark St,Madison,WI,89264,44305,Active,Low,,Expired,209871,745,Affluent,BR-085,45732
CUST-10077,T24_Core,Individual,Retail Banking,Susan,Green,,32254,338-16-2641,susan.green@outlook.com,(538) 934-8739,4020 Lake Shore Dr,Columbus,OH,103898,40872,Active,Low,45365,Expired,150160,652,Affluent,BR-042,45598
CUST-10123,T24_Core,Individual,Retail Banking,Ashley,Baker,,29033,965-32-3885,ashley.baker@yahoo.com,(806) 525-6878,4466 Oak Ave,Fort Wayne,IN,97728,45566,Active,High,45370,Current,,802,Affluent,BR-023,45294
CUST-10223,Dynamics_CRM,Individual,Retail Banking,Lisa,Peerz,,22365,904-62-1971,lisa.perez@hotmail.com,(871) 329-3174,4840 Michigan Ave,Racine,WI,104518,41356,Active,Low,45854,Current,176368,687,Affluent,BR-049,45343
CUST-10126,T24_Core,Individual,Retail Banking,Mark,Adams,,21652,427-31-2453,mark.adams@comcast.net,,1805 Clark St,Cleveland,OH,81703,42744,Active,Low,45700,Current,231312,605,Mass Market,BR-007,45528
CUST-10206,JackHenry_Legacy,Individual,Retail Banking,Mat,Harris,,30568,945-89-2946,matthew.harris@yahoo.com,(299) 603-7114,4828 Elm Dr,Toledo,OH,93046,44730,Active,Low,44486,Current,156092,570,Mass Market,BR-005,45271
CUST-10238,Salesforce_CRM,Individual,Retail Banking,JEFFREY,ALLEN,,,650-46-3755,jeffrey.allen@outlook.com,(779) 960-9115,1454 Main St,Fort Wayne,IN,79142,43347,Inactive,Low,,Current,167093,571,High Net Worth,BR-070,45111
CUST-10253,Salesforce_CRM,Individual,Retail Banking,Christopher,Nelson,,36418,151-81-5082,christopher.nelson@yahoo.com,(483) 431-4187,1846 Jefferson St,Naperville,IL,71526,44092,Inactive,Medium,45226,Expired,136867,,High Net Worth,BR-021,45884
CUST-10121,T24_Core,Individual,Retail Banking,Michael,Hernandez,,29173,276-55-4517,michael.hernandez@yahoo.com,(481) 486-8307,7196 Lincoln Ave,Toledo,OH,61932,45353,Inactive,High,45403,Current,155781,760,High Net Worth,BR-008,45059
CUST-10074,T24_Core,Individual,Retail Banking,Patricia,Flores,,31123,744-89-7229,patricia.flores@yahoo.com,(897) 448-1517,4450 Lake Shore Dr,Detroit,MI,98241,43803,Active,Low,45091,Current,133255,654,Affluent,BR-065,45897
CUST-10251,Dynamics_CRM,Individual,Retail Banking,Michelle,Adasm,,30630,915-45-1920,michelle.adams@hotmail.com,(719) 275-6085,2573 Madison Dr,Milwaukee,WI,90731,42949,Active,Medium,44613,Current,186220,809,Affluent,BR-060,45926
CUST-10269,Salesforce_CRM,Individual,Retail Banking,Gary,Perez,,,488-60-6654,gary.perez@yahoo.com,,5814 Michigan Ave,Ann Arbor,MI,67987,44239,Active,Low,45876,Current,242042,825,Affluent,BR-072,45782
CUST-10224,JackHenry_Legacy,Individual,Retail Banking,Dorothy,King,,32057,256-57-3646,dorothy.king@aol.com,(997) 743-1009,9145 Clark St,Grand Rapids,MI,84262,43632,Active,Low,44689,Current,88143,840,Mass Market,BR-011,45896
CUST-10134,T24_Core,Small Business,Small Business Banking,Margaret,Ramirez,Pioneer Construction,,30-2100870,margaret.ramirez@hotmail.com,(926) 718-7609,8562 Washington Blvd,Detroit,MI,93768,41901,Active,Low,44313,Current,583414,663,Small Business,BR-059,45100
CUST-10001,T24_Core,Individual,Retail Banking,Joseph,Johnson,,22609,658-21-7912,joseph.johnson@gmail.com,(230) 295-4582,4112 Lake Shore Dr,Madison,WI,108265,41537,Active,High,44551,Expired,134974,662,High Net Worth,BR-076,45316
CUST-10003,T24_Core,Individual,Retail Banking,Emily,Garcia,,34856,479-55-4432,emily.garcia@comcast.net,(473) 918-2169,1754 Lincoln Ave,Bloomington,IN,89714,43775,Active,Low,44421,Current,,,Mass Market,BR-042,45043
CUST-10078,T24_Core,Individual,Retail Banking,Barbara,Nelson,,24134,506-73-4052,barbara.nelson@comcast.net,(496) 238-1151,3904 Oak Ave,Cleveland,OH,87386,41932,Active,Medium,44794,Expired,162446,802,Mass Market,BR-065,45419
CUST-10040,T24_Core,Individual,Retail Banking,Steven,Hall,,21105,849-26-2476,,(534) 965-7807,1691 Oak Ave,Bloomington,IN,,41004,Active,Medium,45544,Current,92363,,Affluent,BR-044,45141
CUST-10067,T24_Core,Individual,Retail Banking,Ronald,Campbell,,21620,757-19-8372,ronald.campbell@outlook.com,(896) 729-6644,8712 Jefferson St,Lansing,MI,97676,41173,Inactive,Low,44394,Current,242944,613,Mass Market,BR-039,44996
CUST-10106,T24_Core,Individual,Retail Banking,Lisa,Perez,,22365,904-62-1971,lisa.perez@hotmail.com,(871) 329-3174,4840 Michigan Ave,Racine,WI,104518,41356,Active,Low,45854,Current,176368,687,Affluent,BR-049,45343
CUST-10094,T24_Core,Individual,Retail Banking,Sandra,White,,33921,187-89-5839,sandra.white@yahoo.com,(930) 275-2344,6250 Jefferson St,Cleveland,OH,104544,41711,Active,Medium,44716,Current,26361,707,High Net Worth,BR-047,45327
CUST-10079,T24_Core,Individual,Retail Banking,Joseph,Thompson,,27899,790-34-3875,joseph.thompson@aol.com,(854) 615-8007,7618 Michigan Ave,Fort Wayne,IN,60923,43254,Active,Low,44271,Current,90024,553,Affluent,BR-050,45163
CUST-10114,T24_Core,Individual,Retail Banking,Dorothy,Hernandez,,27950,636-18-5308,dorothy.hernandez@comcast.net,(790) 842-2262,2179 Michigan Ave,Milwaukee,WI,61923,42964,Active,Low,45205,Current,66237,680,Mass Market,BR-074,45995
CUST-10023,T24_Core,Individual,Retail Banking,Jennifer,Roberts,,34401,229-70-2874,jennifer.roberts@aol.com,(423) 676-5198,4151 Park Way,Peoria,IL,61335,44718,Inactive,High,45995,Current,106536,605,Mass Market,BR-040,45974
CUST-10236,Salesforce_CRM,Individual,Retail Banking,Jac.,Jones,,28567,161-85-6400,jacob.jones@comcast.net,(325) 620-6793,1498 Elm Dr,Evanston,IL,66328,45255,Active,Low,44844,Current,52158,845,Mass Market,BR-020,45877
CUST-10059,T24_Core,Individual,Retail Banking,Patricia,Perez,,26899,951-27-8685,patricia.perez@outlook.com,(830) 205-2298,5593 Pine Rd,Naperville,IL,,40305,Active,High,45947,Current,,697,Mass Market,BR-039,44934
